oid,description
iso.3.6.1.2.1.47.1.1.1.1.16,"[<code>entPhysicalIsFRU OBJECT-TYPE<br/>
SYNTAX TruthValue<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""This object indicates whether or not this physical entity<br/>
is considered a 'field replaceable unit' by the vendor.<br/>
If this object contains the value 'true(1)', then this<br/>
entPhysicalEntry identifies a field replaceable unit. For<br/>
all entPhysicalEntries that represent components<br/>
permanently contained within a field replaceable unit, the<br/>
value 'false(2)' should be returned for this object.""</code>]"
iso.3.6.1.2.1.10.7.2.1.1,"[<code>dot3StatsIndex OBJECT-TYPE<br/>
SYNTAX InterfaceIndex<br/>
MAX-ACCESS read-only -- read-only since originally an<br/>
-- SMIv1 index<br/>
STATUS current<br/>
DESCRIPTION ""An index value that uniquely identifies an<br/>
interface to an ethernet-like medium. The<br/>
interface identified by a particular value of<br/>
this index is the same interface as identified<br/>
by the same value of ifIndex.""<br/>
REFERENCE ""RFC 2863, ifIndex""</code>]"
iso.3.6.1.2.1.10.7.2.1.2,"[<code>dot3StatsAlignmentErrors OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION ""A count of frames received on a particular<br/>
interface that are not an integral number of<br/>
octets in length and do not pass the FCS check.<br/>
The count represented by an instance of this<br/>
object is incremented when the alignmentError<br/>
status is returned by the MAC service to the<br/>
LLC (or other MAC user). Received frames for<br/>
which multiple error conditions pertain are,<br/>
according to the conventions of IEEE 802.3<br/>
Layer Management, counted exclusively according<br/>
to the error status presented to the LLC.<br/>
This counter does not increment for group<br/>
encoding schemes greater than 4 bits per group.<br/>
For interfaces operating at 10 Gb/s, this<br/>
counter can roll over in less than 5 minutes if<br/>
it is incrementing at its maximum rate. Since<br/>
that amount of time could be less than a<br/>
management station's poll cycle time, in order<br/>
to avoid a loss of information, a management<br/>
station is advised to poll the<br/>
dot3HCStatsAlignmentErrors object for 10 Gb/s<br/>
or faster interfaces.<br/>
Discontinuities in the value of this counter can<br/>
occur at re-initialization of the management<br/>
system, and at other times as indicated by the<br/>
value of ifCounterDiscontinuityTime.""<br/>
REFERENCE ""[IEEE 802.3 Std.], 30.3.1.1.7,<br/>
aAlignmentErrors""</code>]"
iso.3.6.1.2.1.10.7.2.1.3,"[<code>dot3StatsFCSErrors OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION ""A count of frames received on a particular<br/>
interface that are an integral number of octets<br/>
in length but do not pass the FCS check. This<br/>
count does not include frames received with<br/>
frame-too-long or frame-too-short error.<br/>
The count represented by an instance of this<br/>
object is incremented when the frameCheckError<br/>
status is returned by the MAC service to the<br/>
LLC (or other MAC user). Received frames for<br/>
which multiple error conditions pertain are,<br/>
according to the conventions of IEEE 802.3<br/>
Layer Management, counted exclusively according<br/>
to the error status presented to the LLC.<br/>
Note: Coding errors detected by the physical<br/>
layer for speeds above 10 Mb/s will cause the<br/>
frame to fail the FCS check.<br/>
For interfaces operating at 10 Gb/s, this<br/>
counter can roll over in less than 5 minutes if<br/>
it is incrementing at its maximum rate. Since<br/>
that amount of time could be less than a<br/>
management station's poll cycle time, in order<br/>
to avoid a loss of information, a management<br/>
station is advised to poll the<br/>
dot3HCStatsFCSErrors object for 10 Gb/s or<br/>
faster interfaces.<br/>
Discontinuities in the value of this counter can<br/>
occur at re-initialization of the management<br/>
system, and at other times as indicated by the<br/>
value of ifCounterDiscontinuityTime.""<br/>
REFERENCE ""[IEEE 802.3 Std.], 30.3.1.1.6,<br/>
aFrameCheckSequenceErrors.""</code>]"
iso.3.6.1.2.1.10.7.2.1.4,"[<code>dot3StatsSingleCollisionFrames OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION ""A count of frames that are involved in a single<br/>
collision, and are subsequently transmitted<br/>
successfully.<br/>
A frame that is counted by an instance of this<br/>
object is also counted by the corresponding<br/>
instance of either the ifOutUcastPkts,<br/>
ifOutMulticastPkts, or ifOutBroadcastPkts,<br/>
and is not counted by the corresponding<br/>
instance of the dot3StatsMultipleCollisionFrames<br/>
object.<br/>
This counter does not increment when the<br/>
interface is operating in full-duplex mode.<br/>
Discontinuities in the value of this counter can<br/>
occur at re-initialization of the management<br/>
system, and at other times as indicated by the<br/>
value of ifCounterDiscontinuityTime.""<br/>
REFERENCE ""[IEEE 802.3 Std.], 30.3.1.1.3,<br/>
aSingleCollisionFrames.""</code>]"
iso.3.6.1.2.1.10.7.2.1.5,"[<code>dot3StatsMultipleCollisionFrames OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION ""A count of frames that are involved in more<br/>
than one collision and are subsequently<br/>
transmitted successfully.<br/>
A frame that is counted by an instance of this<br/>
object is also counted by the corresponding<br/>
instance of either the ifOutUcastPkts,<br/>
ifOutMulticastPkts, or ifOutBroadcastPkts,<br/>
and is not counted by the corresponding<br/>
instance of the dot3StatsSingleCollisionFrames<br/>
object.<br/>
This counter does not increment when the<br/>
interface is operating in full-duplex mode.<br/>
Discontinuities in the value of this counter can<br/>
occur at re-initialization of the management<br/>
system, and at other times as indicated by the<br/>
value of ifCounterDiscontinuityTime.""<br/>
REFERENCE ""[IEEE 802.3 Std.], 30.3.1.1.4,<br/>
aMultipleCollisionFrames.""</code>]"
iso.3.6.1.2.1.10.7.2.1.6,"[<code>dot3StatsSQETestErrors OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION ""A count of times that the SQE TEST ERROR<br/>
is received on a particular interface. The<br/>
SQE TEST ERROR is set in accordance with the<br/>
rules for verification of the SQE detection<br/>
mechanism in the PLS Carrier Sense Function as<br/>
described in IEEE Std. 802.3, 2000 Edition,<br/>
section 7.2.4.6.<br/>
This counter does not increment on interfaces<br/>
operating at speeds greater than 10 Mb/s, or on<br/>
interfaces operating in full-duplex mode.<br/>
Discontinuities in the value of this counter can<br/>
occur at re-initialization of the management<br/>
system, and at other times as indicated by the<br/>
value of ifCounterDiscontinuityTime.""<br/>
REFERENCE ""[IEEE 802.3 Std.], 7.2.4.6, also 30.3.2.1.4,<br/>
aSQETestErrors.""</code>]"
iso.3.6.1.2.1.10.7.2.1.7,"[<code>dot3StatsDeferredTransmissions OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION ""A count of frames for which the first<br/>
transmission attempt on a particular interface<br/>
is delayed because the medium is busy.<br/>
The count represented by an instance of this<br/>
object does not include frames involved in<br/>
collisions.<br/>
This counter does not increment when the<br/>
interface is operating in full-duplex mode.<br/>
Discontinuities in the value of this counter can<br/>
occur at re-initialization of the management<br/>
system, and at other times as indicated by the<br/>
value of ifCounterDiscontinuityTime.""<br/>
REFERENCE ""[IEEE 802.3 Std.], 30.3.1.1.9,<br/>
aFramesWithDeferredXmissions.""</code>]"
iso.3.6.1.2.1.10.7.2.1.8,"[<code>dot3StatsLateCollisions OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION ""The number of times that a collision is<br/>
detected on a particular interface later than<br/>
one slotTime into the transmission of a packet.<br/>
A (late) collision included in a count<br/>
represented by an instance of this object is<br/>
also considered as a (generic) collision for<br/>
purposes of other collision-related<br/>
statistics.<br/>
This counter does not increment when the<br/>
interface is operating in full-duplex mode.<br/>
Discontinuities in the value of this counter can<br/>
occur at re-initialization of the management<br/>
system, and at other times as indicated by the<br/>
value of ifCounterDiscontinuityTime.""<br/>
REFERENCE ""[IEEE 802.3 Std.], 30.3.1.1.10,<br/>
aLateCollisions.""</code>]"
iso.3.6.1.2.1.10.7.2.1.9,"[<code>dot3StatsExcessiveCollisions OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION ""A count of frames for which transmission on a<br/>
particular interface fails due to excessive<br/>
collisions.<br/>
This counter does not increment when the<br/>
interface is operating in full-duplex mode.<br/>
Discontinuities in the value of this counter can<br/>
occur at re-initialization of the management<br/>
system, and at other times as indicated by the<br/>
value of ifCounterDiscontinuityTime.""<br/>
REFERENCE ""[IEEE 802.3 Std.], 30.3.1.1.11,<br/>
aFramesAbortedDueToXSColls.""</code>]"
iso.3.6.1.2.1.10.7.2.1.10,"[<code>dot3StatsInternalMacTransmitErrors OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION ""A count of frames for which transmission on a<br/>
particular interface fails due to an internal<br/>
MAC sublayer transmit error. A frame is only<br/>
counted by an instance of this object if it is<br/>
not counted by the corresponding instance of<br/>
either the dot3StatsLateCollisions object, the<br/>
dot3StatsExcessiveCollisions object, or the<br/>
dot3StatsCarrierSenseErrors object.<br/>
The precise meaning of the count represented by<br/>
an instance of this object is implementation-<br/>
specific. In particular, an instance of this<br/>
object may represent a count of transmission<br/>
errors on a particular interface that are not<br/>
otherwise counted.<br/>
For interfaces operating at 10 Gb/s, this<br/>
counter can roll over in less than 5 minutes if<br/>
it is incrementing at its maximum rate. Since<br/>
that amount of time could be less than a<br/>
management station's poll cycle time, in order<br/>
to avoid a loss of information, a management<br/>
station is advised to poll the<br/>
dot3HCStatsInternalMacTransmitErrors object for<br/>
10 Gb/s or faster interfaces.<br/>
Discontinuities in the value of this counter can<br/>
occur at re-initialization of the management<br/>
system, and at other times as indicated by the<br/>
value of ifCounterDiscontinuityTime.""<br/>
REFERENCE ""[IEEE 802.3 Std.], 30.3.1.1.12,<br/>
aFramesLostDueToIntMACXmitError.""</code>]"
iso.3.6.1.2.1.10.7.2.1.11,"[<code>dot3StatsCarrierSenseErrors OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION ""The number of times that the carrier sense<br/>
condition was lost or never asserted when<br/>
attempting to transmit a frame on a particular<br/>
interface.<br/>
The count represented by an instance of this<br/>
object is incremented at most once per<br/>
transmission attempt, even if the carrier sense<br/>
condition fluctuates during a transmission<br/>
attempt.<br/>
This counter does not increment when the<br/>
interface is operating in full-duplex mode.<br/>
Discontinuities in the value of this counter can<br/>
occur at re-initialization of the management<br/>
system, and at other times as indicated by the<br/>
value of ifCounterDiscontinuityTime.""<br/>
REFERENCE ""[IEEE 802.3 Std.], 30.3.1.1.13,<br/>
aCarrierSenseErrors.""</code>]"
iso.3.6.1.2.1.10.7.2.1.13,"[<code>dot3StatsFrameTooLongs OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION ""A count of frames received on a particular<br/>
interface that exceed the maximum permitted<br/>
frame size.<br/>
The count represented by an instance of this<br/>
object is incremented when the frameTooLong<br/>
status is returned by the MAC service to the<br/>
LLC (or other MAC user). Received frames for<br/>
which multiple error conditions pertain are,<br/>
according to the conventions of IEEE 802.3<br/>
Layer Management, counted exclusively according<br/>
to the error status presented to the LLC.<br/>
For interfaces operating at 10 Gb/s, this<br/>
counter can roll over in less than 80 minutes if<br/>
it is incrementing at its maximum rate. Since<br/>
that amount of time could be less than a<br/>
management station's poll cycle time, in order<br/>
to avoid a loss of information, a management<br/>
station is advised to poll the<br/>
dot3HCStatsFrameTooLongs object for 10 Gb/s<br/>
or faster interfaces.<br/>
Discontinuities in the value of this counter can<br/>
occur at re-initialization of the management<br/>
system, and at other times as indicated by the<br/>
value of ifCounterDiscontinuityTime.""<br/>
REFERENCE ""[IEEE 802.3 Std.], 30.3.1.1.25,<br/>
aFrameTooLongErrors.""</code>]"
iso.3.6.1.2.1.10.7.2.1.16,"[<code>dot3StatsInternalMacReceiveErrors OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION ""A count of frames for which reception on a<br/>
particular interface fails due to an internal<br/>
MAC sublayer receive error. A frame is only<br/>
counted by an instance of this object if it is<br/>
not counted by the corresponding instance of<br/>
either the dot3StatsFrameTooLongs object, the<br/>
dot3StatsAlignmentErrors object, or the<br/>
dot3StatsFCSErrors object.<br/>
The precise meaning of the count represented by<br/>
an instance of this object is implementation-<br/>
specific. In particular, an instance of this<br/>
object may represent a count of receive errors<br/>
on a particular interface that are not<br/>
otherwise counted.<br/>
For interfaces operating at 10 Gb/s, this<br/>
counter can roll over in less than 5 minutes if<br/>
it is incrementing at its maximum rate. Since<br/>
that amount of time could be less than a<br/>
management station's poll cycle time, in order<br/>
to avoid a loss of information, a management<br/>
station is advised to poll the<br/>
dot3HCStatsInternalMacReceiveErrors object for<br/>
10 Gb/s or faster interfaces.<br/>
Discontinuities in the value of this counter can<br/>
occur at re-initialization of the management<br/>
system, and at other times as indicated by the<br/>
value of ifCounterDiscontinuityTime.""<br/>
REFERENCE ""[IEEE 802.3 Std.], 30.3.1.1.15,<br/>
aFramesLostDueToIntMACRcvError.""</code>]"
iso.3.6.1.2.1.10.7.2.1.18,"[<code>dot3StatsSymbolErrors OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION ""For an interface operating at 100 Mb/s, the<br/>
number of times there was an invalid data symbol<br/>
when a valid carrier was present.<br/>
For an interface operating in half-duplex mode<br/>
at 1000 Mb/s, the number of times the receiving<br/>
media is non-idle (a carrier event) for a period<br/>
of time equal to or greater than slotTime, and<br/>
during which there was at least one occurrence<br/>
of an event that causes the PHY to indicate<br/>
'Data reception error' or 'carrier extend error'<br/>
on the GMII.<br/>
For an interface operating in full-duplex mode<br/>
at 1000 Mb/s, the number of times the receiving<br/>
media is non-idle (a carrier event) for a period<br/>
of time equal to or greater than minFrameSize,<br/>
and during which there was at least one<br/>
occurrence of an event that causes the PHY to<br/>
indicate 'Data reception error' on the GMII.<br/>
For an interface operating at 10 Gb/s, the<br/>
number of times the receiving media is non-idle<br/>
(a carrier event) for a period of time equal to<br/>
or greater than minFrameSize, and during which<br/>
there was at least one occurrence of an event<br/>
that causes the PHY to indicate 'Receive Error'<br/>
on the XGMII.<br/>
The count represented by an instance of this<br/>
object is incremented at most once per carrier<br/>
event, even if multiple symbol errors occur<br/>
during the carrier event. This count does<br/>
not increment if a collision is present.<br/>
This counter does not increment when the<br/>
interface is operating at 10 Mb/s.<br/>
For interfaces operating at 10 Gb/s, this<br/>
counter can roll over in less than 5 minutes if<br/>
it is incrementing at its maximum rate. Since<br/>
that amount of time could be less than a<br/>
management station's poll cycle time, in order<br/>
to avoid a loss of information, a management<br/>
station is advised to poll the<br/>
dot3HCStatsSymbolErrors object for 10 Gb/s<br/>
or faster interfaces.<br/>
Discontinuities in the value of this counter can<br/>
occur at re-initialization of the management<br/>
system, and at other times as indicated by the<br/>
value of ifCounterDiscontinuityTime.""<br/>
REFERENCE ""[IEEE 802.3 Std.], 30.3.2.1.5,<br/>
aSymbolErrorDuringCarrier.""</code>]"
iso.3.6.1.2.1.10.7.2.1.19,"[<code>dot3StatsDuplexStatus OBJECT-TYPE<br/>
SYNTAX INTEGER {<br/>
unknown(1),<br/>
halfDuplex(2),<br/>
fullDuplex(3)<br/>
}<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION ""The current mode of operation of the MAC<br/>
entity. 'unknown' indicates that the current<br/>
duplex mode could not be determined.<br/>
Management control of the duplex mode is<br/>
accomplished through the MAU MIB. When<br/>
an interface does not support autonegotiation,<br/>
or when autonegotiation is not enabled, the<br/>
duplex mode is controlled using<br/>
ifMauDefaultType. When autonegotiation is<br/>
supported and enabled, duplex mode is controlled<br/>
using ifMauAutoNegAdvertisedBits. In either<br/>
case, the currently operating duplex mode is<br/>
reflected both in this object and in ifMauType.<br/>
Note that this object provides redundant<br/>
information with ifMauType. Normally, redundant<br/>
objects are discouraged. However, in this<br/>
instance, it allows a management application to<br/>
determine the duplex status of an interface<br/>
without having to know every possible value of<br/>
ifMauType. This was felt to be sufficiently<br/>
valuable to justify the redundancy.""<br/>
REFERENCE ""[IEEE 802.3 Std.], 30.3.1.1.32,<br/>
aDuplexStatus.""</code>]"
iso.3.6.1.2.1.1.1,"[<code>sysDescr OBJECT-TYPE<br/>
SYNTAX DisplayString (SIZE (0..255))<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""A textual description of the entity. This value should<br/>
include the full name and version identification of<br/>
the system's hardware type, software operating-system,<br/>
and networking software.""</code>]"
iso.3.6.1.2.1.1.2,"[<code>sysObjectId</code>, <code>sysObjectID OBJECT-TYPE<br/>
SYNTAX OBJECT IDENTIFIER<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The vendor's authoritative identification of the<br/>
network management subsystem contained in the entity.<br/>
This value is allocated within the SMI enterprises<br/>
subtree (1.3.6.1.4.1) and provides an easy and<br/>
unambiguous means for determining `what kind of box' is<br/>
being managed. For example, if vendor `Flintstones,<br/>
Inc.' was assigned the subtree 1.3.6.1.4.1.424242,<br/>
it could assign the identifier 1.3.6.1.4.1.424242.1.1<br/>
to its `Fred Router'.""</code>]"
iso.3.6.1.2.1.1.3,"[<code>sysUpTime OBJECT-TYPE<br/>
SYNTAX TimeTicks<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The time (in hundredths of a second) since the<br/>
network management portion of the system was last<br/>
re-initialized.""</code>]"
iso.3.6.1.2.1.1.4,"[<code>sysContact OBJECT-TYPE<br/>
SYNTAX DisplayString (SIZE (0..255))<br/>
MAX-ACCESS read-write<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The textual identification of the contact person for<br/>
this managed node, together with information on how<br/>
to contact this person. If no contact information is<br/>
known, the value is the zero-length string.""</code>]"
iso.3.6.1.2.1.1.5,"[<code>sysName OBJECT-TYPE<br/>
SYNTAX DisplayString (SIZE (0..255))<br/>
MAX-ACCESS read-write<br/>
STATUS current<br/>
DESCRIPTION<br/>
""An administratively-assigned name for this managed<br/>
node. By convention, this is the node's fully-qualified<br/>
domain name. If the name is unknown, the value is<br/>
the zero-length string.""</code>]"
iso.3.6.1.2.1.1.6,"[<code>sysLocation OBJECT-TYPE<br/>
SYNTAX DisplayString (SIZE (0..255))<br/>
MAX-ACCESS read-write<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The physical location of this node (e.g., 'telephone<br/>
closet, 3rd floor'). If the location is unknown, the<br/>
value is the zero-length string.""</code>]"
iso.3.6.1.2.1.1.7,"[<code>sysServices OBJECT-TYPE<br/>
SYNTAX INTEGER (0..127)<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""A value which indicates the set of services that this<br/>
entity may potentially offer. The value is a sum.<br/>
This sum initially takes the value zero. Then, for<br/>
each layer, L, in the range 1 through 7, that this node<br/>
performs transactions for, 2 raised to (L - 1) is added<br/>
to the sum. For example, a node which performs only<br/>
routing functions would have a value of 4 (2^(3-1)).<br/>
In contrast, a node which is a host offering application<br/>
services would have a value of 72 (2^(4-1) + 2^(7-1)).<br/>
Note that in the context of the Internet suite of<br/>
protocols, values should be calculated accordingly:<br/>
layer functionality<br/>
1 physical (e.g., repeaters)<br/>
2 datalink/subnetwork (e.g., bridges)<br/>
3 internet (e.g., supports the IP)<br/>
4 end-to-end (e.g., supports the TCP)<br/>
7 applications (e.g., supports the SMTP)<br/>
For systems including OSI protocols, layers 5 and 6<br/>
may also be counted.""</code>]"
iso.3.6.1.2.1.1.8,"[<code>sysORLastChange OBJECT-TYPE<br/>
SYNTAX TimeStamp<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The value of sysUpTime at the time of the most recent<br/>
change in state or value of any instance of sysORID.""</code>]"
iso.3.6.1.2.1.1.9.1.2,"[<code>sysORID OBJECT-TYPE<br/>
SYNTAX OBJECT IDENTIFIER<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""An authoritative identification of a capabilities statement with respect to various MIB modules supported by the local SNMP application acting as a command responder.""</code>]"
iso.3.6.1.2.1.1.9.1.3,"[<code>sysORDescr OBJECT-TYPE<br/>
SYNTAX DisplayString<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""A textual description of the capabilities identified<br/>
by the corresponding instance of sysORID.""</code>]"
iso.3.6.1.2.1.1.9.1.4,"[<code>sysORUpTime OBJECT-TYPE<br/>
SYNTAX TimeStamp<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The value of sysUpTime at the time this conceptual<br/>
row was last instantiated.""</code>]"
iso.3.6.1.2.1.2.1,"[<code>ifNumber OBJECT-TYPE<br/>
SYNTAX INTEGER<br/>
ACCESS read-only<br/>
STATUS mandatory<br/>
DESCRIPTION<br/>
""The number of network interfaces (regardless of their current state) present on this system.""</code>]"
iso.3.6.1.2.1.2.2.1.1,"[<code>ifIndex OBJECT-TYPE<br/>
SYNTAX InterfaceIndex<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""A unique value, greater than zero, for each interface. It is recommended that values are assigned contiguously starting from 1. The value for each interface sub-layer must remain constant at least from one re-initialization of the entity's network management system to the next re-initialization.""</code>]"
iso.3.6.1.2.1.2.2.1.2,"[<code>ifDescr OBJECT-TYPE<br/>
SYNTAX DisplayString (SIZE (0..255))<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""A textual string containing information about theinterface. This string should include the name of the manufacturer, the product name and the version of the interface hardware/software.""</code>]"
iso.3.6.1.2.1.2.2.1.3,"[<code>ifType OBJECT-TYPE<br/>
SYNTAX IANAifType<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The type of interface. Additional values for ifType are assigned by the Internet Assigned Numbers Authority (IANA), through updating the syntax of the IANAifType textual convention.""</code>]"
iso.3.6.1.2.1.2.2.1.4,"[<code>ifMtu OBJECT-TYPE<br/>
SYNTAX Integer32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The size of the largest packet which can be sent/received on the interface, specified in octets. For interfaces that are used for transmitting network datagrams, this is the size of the largest network datagram that can be sent on the interface.""</code>]"
iso.3.6.1.2.1.2.2.1.5,"[<code>ifSpeed OBJECT-TYPE<br/>
SYNTAX Gauge32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""An estimate of the interface's current bandwidth in bits<br/>
per second. For interfaces which do not vary in bandwidth<br/>
or for those where no accurate estimation can be made, this<br/>
object should contain the nominal bandwidth. If the<br/>
bandwidth of the interface is greater than the maximum value<br/>
reportable by this object then this object should report its<br/>
maximum value (4,294,967,295) and ifHighSpeed must be used<br/>
to report the interace's speed. For a sub-layer which has<br/>
no concept of bandwidth, this object should be zero.""</code>]"
iso.3.6.1.2.1.2.2.1.6,"[<code>ifPhysAddress OBJECT-TYPE<br/>
SYNTAX PhysAddress<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The interface's address at its protocol sub-layer. For<br/>
example, for an 802.x interface, this object normally<br/>
contains a MAC address. The interface's media-specific MIB<br/>
must define the bit and byte ordering and the format of the<br/>
value of this object. For interfaces which do not have such<br/>
an address (e.g., a serial line), this object should contain<br/>
an octet string of zero length.""</code>]"
iso.3.6.1.2.1.2.2.1.7,"[<code>ifAdminStatus OBJECT-TYPE<br/>
SYNTAX INTEGER {<br/>
up(1), -- ready to pass packets<br/>
down(2),<br/>
testing(3) -- in some test mode<br/>
}<br/>
MAX-ACCESS read-write<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The desired state of the interface. The testing(3) state<br/>
indicates that no operational packets can be passed. When a<br/>
managed system initializes, all interfaces start with<br/>
ifAdminStatus in the down(2) state. As a result of either<br/>
explicit management action or per configuration information<br/>
retained by the managed system, ifAdminStatus is then<br/>
changed to either the up(1) or testing(3) states (or remains<br/>
in the down(2) state).""</code>]"
iso.3.6.1.2.1.2.2.1.8,"[<code>ifOperStatus OBJECT-TYPE<br/>
SYNTAX INTEGER {<br/>
up(1), -- ready to pass packets<br/>
down(2),<br/>
testing(3), -- in some test mode<br/>
unknown(4), -- status can not be determined<br/>
-- for some reason.<br/>
dormant(5),<br/>
notPresent(6), -- some component is missing<br/>
lowerLayerDown(7) -- down due to state of<br/>
-- lower-layer interface(s)<br/>
}<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The current operational state of the interface. The<br/>
testing(3) state indicates that no operational packets can<br/>
be passed. If ifAdminStatus is down(2) then ifOperStatus<br/>
should be down(2). If ifAdminStatus is changed to up(1)<br/>
then ifOperStatus should change to up(1) if the interface is<br/>
ready to transmit and receive network traffic; it should<br/>
change to dormant(5) if the interface is waiting for<br/>
external actions (such as a serial line waiting for an<br/>
incoming connection); it should remain in the down(2) state<br/>
if and only if there is a fault that prevents it from going<br/>
to the up(1) state; it should remain in the notPresent(6)<br/>
state if the interface has missing (typically, hardware)<br/>
components.""</code>]"
iso.3.6.1.2.1.2.2.1.9,"[<code>ifLastChange OBJECT-TYPE<br/>
SYNTAX TimeTicks<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The value of sysUpTime at the time the interface entered<br/>
its current operational state. If the current state was<br/>
entered prior to the last re-initialization of the local<br/>
network management subsystem, then this object contains a<br/>
zero value.""</code>]"
iso.3.6.1.2.1.2.2.1.10,"[<code>ifInOctets OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The total number of octets received on the interface,<br/>
including framing characters.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ifCounterDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.2.2.1.11,"[<code>ifInUcastPkts OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The number of packets, delivered by this sub-layer to a<br/>
higher (sub-)layer, which were not addressed to a multicast<br/>
or broadcast address at this sub-layer.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ifCounterDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.2.2.1.12,"[<code>ifInNUcastPkts OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of packets, delivered by this sub-layer to a<br/>
higher (sub-)layer, which were addressed to a multicast or<br/>
broadcast address at this sub-layer.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ifCounterDiscontinuityTime.<br/>
This object is deprecated in favour of ifInMulticastPkts and<br/>
ifInBroadcastPkts.""</code>]"
iso.3.6.1.2.1.2.2.1.13,"[<code>ifInDiscards OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The number of inbound packets which were chosen to be<br/>
discarded even though no errors had been detected to prevent<br/>
their being deliverable to a higher-layer protocol. One<br/>
possible reason for discarding such a packet could be to<br/>
free up buffer space.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ifCounterDiscontinuityTime.""</code>]"
